fips,DEMOCRAT,REPUBLICAN
1001,6093,17403
1003,19386,61271
1005,5697,5866
1007,2299,6262
1009,3522,20389
1011,4011,1391
1013,4188,5485
1015,16334,32348
1017,6799,8067
1019,2306,7298
1021,3674,13960
1023,3636,4223
1025,5914,7466
1027,1760,4984
1029,1168,5216
1031,5079,14919
1033,9703,14739
1035,3429,3470
1037,2273,3248
1039,3240,12444
1041,1938,4319
1043,5864,28896
1045,5270,13886
1047,13986,6798
1049,5658,17957
1051,8301,25777
1053,5188,9375
1055,13497,30595
1057,1994,5883
1059,3469,8048
1061,2134,9417
1063,4408,876
1065,4982,3200
1067,3018,5585
1069,12225,29254
1071,6374,14083
1073,166121,149921
1075,1614,5419
1077,13329,24068
1079,5164,9277
1081,21498,32230
1083,9536,23598
1085,5449,1809
1087,9450,1396
1089,64117,86965
1091,5926,5516
1093,2600,9536
1095,7038,25727
1097,82181,98049
1099,5025,6175
1101,62166,42031
1103,13895,36014
1105,4457,1679
1107,4594,5434
1109,5879,8004
1111,3064,7175
1113,10085,8705
1115,6091,27649
1117,20625,69060
1119,5264,1731
1121,13779,20112
1123,6063,13116
1125,32796,45405
1127,7420,20722
1129,3067,5654
1131,4612,1868
1133,1757,8103
4001,15390,8551
4003,18943,29026
4005,31433,22186
4007,7884,14095
4009,3487,8376
4011,1165,1712
4012,1929,3509
4013,602166,746448
4015,22092,44333
4017,15579,19761
4019,206254,182406
4021,44254,59421
4023,8683,4518
4025,36889,61192
4027,18559,24577
5001,2619,4185
5003,2976,5406
5005,6539,12852
5007,23331,51124
5009,4435,10575
5011,1680,2262
5013,691,1462
5015,4172,6083
5017,3043,2119
5019,4267,4608
5021,2244,3032
5023,2951,7962
5025,911,2451
5027,3554,5861
5029,3149,4691
5031,11294,18881
5033,5238,14688
5035,10330,7650
5037,2580,4393
5039,1471,1757
5041,2569,1999
5043,2598,3860
5045,14955,25362
5047,1869,4411
5049,1819,2702
5051,15899,26825
5053,1562,5023
5055,4541,8578
5057,2869,4273
5059,4288,7209
5061,1746,2957
5063,3688,8255
5065,1792,3193
5067,2207,3118
5069,18465,10655
5071,3034,4922
5073,1133,1685
5075,2138,3357
5077,2263,1454
5079,1710,2513
5081,1753,3247
5083,2286,5350
5085,5968,17242
5087,2144,3972
5089,2384,4524
5091,4869,9913
5093,6667,6976
5095,1615,1754
5097,1092,2365
5099,1474,2062
5101,1182,2588
5103,4346,5427
5105,1352,2743
5107,5695,3097
5109,1089,2727
5111,2742,4903
5113,1957,5473
5115,6002,15568
5117,1048,2223
5119,88854,70212
5121,2469,3615
5123,5486,3917
5125,12695,30981
5127,1053,2791
5129,961,2726
5131,13673,28637
5133,1291,3125
5135,2436,4535
5137,1598,3534
5139,6190,10677
5141,2151,4276
5143,29021,37963
5145,6732,19467
5147,1412,1206
5149,2003,3808
6001,489106,119555
6003,422,252
6005,7813,10561
6007,49013,46706
6009,9813,12835
6011,2569,3733
6013,306983,136436
6015,4323,4967
6017,40529,50314
6019,136706,131015
6021,3734,5910
6023,39692,21713
6025,24162,14008
6027,3743,4523
6029,93457,134793
6031,14747,19710
6033,14854,9935
6035,3586,7483
6037,2295853,956425
6039,17952,23583
6041,109320,28384
6043,4100,5298
6045,27843,10721
6047,34031,28704
6049,1313,2981
6051,3093,2354
6053,88453,38797
6055,38849,19484
6057,28617,25663
6059,549558,579064
6061,75112,94647
6063,4715,6035
6065,325017,310041
6067,316506,213583
6069,11917,7425
6071,315720,277408
6073,666581,541032
6075,322220,52292
6077,113974,91607
6079,68176,61055
6081,222826,75057
6083,105614,65585
6085,462241,190039
6087,98745,25244
6089,28867,49588
6091,743,1158
6093,9292,11520
6095,102095,56035
6097,168888,55127
6099,80279,77497
6101,13412,18911
6103,8945,14843
6105,3233,2940
6107,43634,59765
6109,11532,14988
6111,187601,145853
6113,53488,24592
6115,8866,12007
8001,93443,63976
8003,3521,2635
8005,148218,113866
8007,2836,3638
8009,536,1572
8011,799,1077
8013,124159,44904
8014,16168,12757
8015,4861,4873
8017,198,890
8019,3332,2300
8021,2154,1653
8023,1245,415
8025,552,976
8027,912,1672
8029,5084,10067
8031,204882,62567
8033,369,818
8035,61960,88108
8037,13187,8179
8039,3819,9108
8041,108899,160318
8043,6844,12668
8045,11357,11359
8047,1954,1253
8049,4037,4128
8051,5556,3131
8053,240,344
8055,1989,1580
8057,277,624
8059,158153,131627
8061,178,650
8063,912,2455
8065,1859,1078
8067,16057,11503
8069,89822,73641
8071,3562,3086
8073,546,1717
8075,2846,6002
8077,24008,44578
8079,270,334
8081,1582,4135
8083,4661,6961
8085,6495,12199
8087,3813,6272
8089,3546,4393
8091,1636,1367
8093,4250,4896
8095,622,1612
8097,7349,2484
8099,1487,3043
8101,41097,30257
8103,655,2437
8105,2448,2930
8107,8270,4725
8109,1730,953
8111,264,218
8113,3349,933
8115,468,857
8117,9802,4883
8119,4513,8146
8121,529,1949
8123,47292,56526
8125,1117,3286
9001,241320,166845
9003,268301,138716
9005,51037,46176
9007,52966,32907
9009,232820,144465
9011,74745,48460
9013,44969,29262
9015,34133,21210
10001,36392,29827
10003,178768,74608
10005,40299,47939
11001,245800,17367
12001,75565,48513
12003,2327,8672
12005,23653,56683
12007,3430,8136
12009,127620,157589
12011,492640,237729
12013,1821,4345
12015,39031,45205
12017,31460,43706
12019,26697,67203
12021,54450,86379
12023,9171,18670
12027,4383,5632
12029,1925,5194
12031,202618,210537
12033,61572,91411
12035,24726,23951
12037,2134,3818
12039,15582,6811
12041,1996,5656
12043,1674,2533
12045,2149,4980
12047,2364,3179
12049,2568,4763
12051,4998,5780
12053,41886,45021
12055,18135,26221
12057,272963,236355
12059,1446,7033
12061,29710,40176
12063,7671,13717
12065,4088,3797
12067,642,2679
12069,62948,82802
12071,119701,147608
12073,91747,55705
12075,6711,11754
12077,895,2339
12079,4270,4544
12081,70034,80721
12083,70839,89628
12085,33508,44143
12086,499831,360551
12087,20907,18933
12089,10618,27403
12091,25872,68789
12093,5108,7561
12095,273009,186832
12097,59962,40086
12099,361271,226037
12101,102417,110104
12103,248299,210066
12105,113865,128878
12107,13236,19637
12109,35791,69222
12111,67125,52512
12113,19470,55972
12115,102686,102897
12117,99335,105070
12119,17655,30866
12121,4916,12534
12123,2803,6457
12125,1299,3933
12127,127795,113938
12129,5311,8877
12131,7174,19561
12133,2863,8178
13001,1846,5085
13003,938,1941
13005,817,3089
13007,846,828
13009,8587,7823
13011,1027,5120
13013,6657,17625
13015,9662,25976
13017,2590,3417
13019,1471,4901
13021,38987,27037
13023,1380,3657
13025,1119,5080
13027,2669,3507
13029,3636,9112
13031,9586,14174
13033,5233,4344
13035,3065,5947
13037,1342,862
13039,6482,10502
13043,1209,2286
13045,14334,28661
13047,6025,18218
13049,1197,2466
13051,62755,46829
13053,830,811
13055,2596,5572
13057,22350,70279
13059,29591,15333
13061,879,558
13063,82527,16506
13065,989,1678
13067,141216,170957
13069,4811,8872
13071,4139,9185
13073,15703,39322
13075,2075,3782
13077,15521,37571
13079,1832,3358
13081,3085,4424
13083,1612,4703
13085,1632,8242
13087,4424,5890
13089,254594,65581
13091,2595,5543
13093,2138,1991
13095,26135,12547
13097,27825,26812
13099,2603,2711
13101,201,981
13103,4936,15230
13105,3366,4868
13107,3068,5110
13109,1374,2462
13111,2611,7807
13113,20313,38501
13115,10691,23132
13117,15406,59166
13119,1914,6069
13121,272000,130136
13123,2614,8408
13125,210,1202
13127,12676,20479
13129,4268,13113
13131,3539,5775
13133,3339,4532
13135,129025,158746
13137,2900,11766
13139,14457,44962
13141,3535,795
13143,2248,8658
13145,4184,10648
13147,3365,6537
13149,1042,3133
13151,40527,47115
13153,22094,33392
13155,1197,2605
13157,4950,17776
13159,1935,3916
13161,1356,3867
13163,4149,3061
13165,1482,1936
13167,1198,2426
13169,4572,7782
13171,2752,4873
13173,1062,1787
13175,7769,12052
13177,3100,9925
13179,10474,5828
13181,1650,2731
13183,1288,2119
13185,17651,21296
13187,2586,8326
13189,3989,5400
13191,2905,3282
13193,3251,1712
13195,2965,8226
13197,1381,1772
13199,4465,4982
13201,818,1899
13205,3872,4201
13207,4106,7933
13209,1045,2521
13211,3091,5987
13213,3026,8180
13215,44158,29568
13217,20827,20337
13219,4825,12120
13221,2232,4144
13223,17229,39192
13225,5927,5173
13227,2595,10004
13229,1253,5500
13231,1575,6547
13233,4052,9850
13235,1377,2553
13237,3102,5966
13239,597,509
13241,2001,5487
13243,1833,1370
13245,52100,26842
13247,20526,16921
13249,479,1252
13251,3024,3423
13253,1660,2315
13255,10141,14885
13257,2705,7689
13259,1305,783
13261,6454,5717
13263,2369,1301
13265,643,339
13267,1932,4730
13269,1536,2021
13271,1862,2486
13273,2501,1890
13275,7720,10642
13277,4749,9431
13279,2964,6658
13281,1391,4292
13283,1112,1826
13285,10455,15391
13287,1427,2096
13289,2402,2087
13291,2486,8013
13293,4061,7291
13295,6095,17110
13297,8469,27253
13299,4034,8311
13301,1554,1087
13303,4607,4216
13305,2858,7601
13307,515,588
13309,794,1408
13311,2174,8467
13313,8167,19230
13315,978,2159
13317,2315,2705
13319,2298,2349
13321,2542,5780
15001,50819,14866
15003,214239,88164
15007,20416,6245
15009,39727,11154
16001,82236,93328
16003,728,1517
16005,14792,19356
16007,502,2377
16009,1407,2646
16011,4424,12230
16013,6947,3439
16015,1240,2433
16017,7840,11145
16019,11417,29334
16021,1484,3078
16023,318,1056
16025,187,422
16027,20147,42752
16029,553,2656
16031,1332,6309
16033,64,305
16035,1211,2569
16037,611,1694
16039,2591,5665
16041,600,4246
16043,1065,4700
16045,2166,5585
16047,1489,3765
16049,2017,5895
16051,1641,8540
16053,1794,4897
16055,22120,38387
16057,9195,7988
16059,1061,2938
16061,479,1275
16063,545,1232
16065,1627,11131
16067,1630,5087
16069,7123,10357
16071,381,1724
16073,944,3024
16075,2415,5988
16077,1027,1754
16079,2521,2953
16081,2302,2263
16083,8621,19032
16085,2405,2772
16087,1241,3168
17001,11794,18711
17003,2189,1692
17005,3843,3947
17007,11333,10403
17009,986,1544
17011,8889,7911
17013,1423,1221
17015,3965,3596
17017,2690,2617
17019,48597,33871
17021,6918,7872
17023,3742,4409
17025,2425,3926
17027,7657,9357
17029,11716,10978
17031,1629024,487736
17033,3883,5070
17035,2055,3156
17037,25784,18266
17039,3308,4348
17041,3228,5005
17043,228698,183626
17045,3743,4398
17047,1140,2137
17049,5262,11323
17051,3967,5499
17053,2227,4079
17055,8880,9404
17057,9732,6251
17059,1587,1212
17061,2619,3053
17063,11063,10687
17065,1796,2353
17067,4141,5161
17069,892,1330
17071,2215,1541
17073,13181,11263
17075,4643,8695
17077,15248,9687
17079,2063,2964
17081,7462,9302
17083,5042,5329
17085,6403,5170
17087,1871,3912
17089,106756,83963
17091,24750,22527
17093,24742,21380
17095,14191,9419
17097,177242,118545
17099,27443,21872
17101,3016,3403
17103,7765,8258
17105,6189,9191
17107,5250,7429
17109,6783,6055
17111,72288,64845
17113,37689,36767
17115,25487,24948
17117,12090,9891
17119,68979,57177
17121,8345,8691
17123,3081,3145
17125,3542,3141
17127,2693,4371
17129,2706,3672
17131,4887,3833
17133,7953,9881
17135,6491,6150
17137,7467,7591
17139,2668,3471
17141,11253,13144
17143,45906,34579
17145,4701,5086
17147,3859,4991
17149,3024,4457
17151,845,1343
17153,1638,1593
17155,1900,1378
17157,7395,7538
17159,3181,4329
17161,42210,25364
17163,76160,47958
17165,5083,6099
17167,51300,46945
17169,1900,1833
17171,1090,1455
17173,4245,6396
17175,1357,1513
17177,11349,9909
17179,29384,33247
17181,3918,5003
17183,16246,16054
17185,2462,3254
17187,4286,3637
17189,3342,4473
17191,2547,5390
17193,3315,3987
17195,15607,10883
17197,160406,122597
17199,12914,17387
17201,70034,53886
17203,6999,12191
18001,4928,8404
18003,71263,77793
18005,13567,17067
18007,1563,2183
18009,2677,2690
18011,9752,16622
18013,3854,4060
18015,3736,4858
18017,7011,8346
18019,21953,25326
18021,4954,6267
18023,5307,6919
18025,2286,2393
18027,3370,7098
18029,7123,14886
18031,3892,6449
18033,7175,9780
18035,28384,20916
18037,8748,9526
18039,31398,39396
18041,4389,4917
18043,16263,19957
18045,3094,4158
18047,3404,7018
18049,3702,5147
18051,6455,8449
18053,11293,14734
18055,5709,7691
18057,49704,78401
18059,11874,22008
18061,7288,10551
18063,24548,39728
18065,10059,10896
18067,17871,20248
18069,5843,10291
18071,7354,9726
18073,5044,7669
18075,3748,4401
18077,6255,7053
18079,5312,6261
18081,21553,36487
18083,7569,8639
18085,9236,20488
18087,3663,5702
18089,139301,67742
18091,28258,17918
18093,7208,11018
18095,30152,26403
18097,241987,134313
18099,7889,10406
18101,1706,3122
18103,5564,8312
18105,41450,21118
18107,6013,9060
18109,10330,18129
18111,2625,3301
18113,7064,9673
18115,1158,1713
18117,3390,4536
18119,3570,4415
18121,2924,3909
18123,5141,3202
18125,2700,3221
18127,39178,33857
18129,5828,6804
18131,2466,3388
18133,6334,8086
18135,4839,5788
18137,4187,7794
18139,3229,4271
18141,68710,48510
18143,4271,4445
18145,6987,10333
18147,5039,5001
18149,4778,4473
18151,6284,7674
18153,4284,4343
18155,1638,1940
18157,37781,29822
18159,3250,4452
18161,1224,2061
18163,39423,37512
18165,4003,3010
18167,25040,18121
18169,5456,8238
18171,1755,2166
18173,12329,16013
18175,4562,6519
18177,13459,14558
18179,4403,8504
18181,4839,5731
18183,5862,9124
19001,1924,2060
19003,1118,1046
19005,3971,2965
19007,2970,3086
19009,1739,1634
19011,7058,6447
19013,39184,24662
19015,7356,6293
19017,6940,5741
19019,6050,4139
19021,4075,4223
19023,3364,3700
19025,2341,2741
19027,5302,4922
19029,3211,4006
19031,5221,4289
19033,14405,9375
19035,2890,3372
19037,3923,2557
19039,2218,2118
19041,3925,4355
19043,5195,3651
19045,15018,9324
19047,3715,3345
19049,15149,16954
19051,1680,2029
19053,1986,2020
19055,4649,4113
19057,12462,7721
19059,4625,5162
19061,28611,18651
19063,2570,2373
19065,5908,4205
19067,4822,3051
19069,2575,2501
19071,1848,1989
19073,2371,2349
19075,2790,3945
19077,2625,3074
19079,4018,3913
19081,2805,3016
19083,4393,4315
19085,3555,3909
19087,4349,4822
19089,2941,1722
19091,2160,2895
19093,1454,2036
19095,4202,4188
19097,6102,3673
19099,10250,8794
19101,5070,3324
19103,51027,20732
19105,5446,4405
19107,2518,2712
19109,4625,4329
19111,9821,7062
19113,68037,43626
19115,2523,2314
19117,2029,2330
19119,1675,4471
19121,3733,4579
19123,4464,6271
19125,7421,9256
19127,10023,8278
19129,2976,4183
19131,3179,2469
19133,2295,2411
19135,1798,2000
19137,2326,2887
19139,10920,7929
19141,2338,4894
19143,1037,2027
19145,2900,4351
19147,2428,2294
19149,4629,7765
19151,1800,2138
19153,120984,89668
19155,20436,21237
19157,5519,4340
19159,1236,1401
19161,2256,2705
19163,48927,36365
19165,2863,3488
19167,3030,13490
19169,26548,18995
19171,4899,3820
19173,1347,1607
19175,3000,2781
19177,1546,1986
19179,8820,6663
19181,12299,12144
19183,5170,5247
19185,1357,1565
19187,9917,8337
19189,3254,2730
19191,6829,4273
19193,21983,22219
19195,2567,1612
19197,3102,3198
20001,2189,3552
20003,1175,2362
20005,3241,3791
20007,598,1833
20009,3027,7802
20011,2394,4240
20013,1317,2985
20015,9159,18155
20017,383,976
20019,401,1418
20021,3594,5886
20023,323,1148
20025,245,897
20027,1009,2998
20029,1233,3121
20031,1121,3054
20033,194,765
20035,5012,8492
20037,7957,7735
20039,343,1189
20041,2422,6081
20043,1115,2372
20045,34398,17929
20047,333,995
20049,363,1042
20051,4010,8207
20053,851,2021
20055,3275,6926
20057,2991,5730
20059,4433,7079
20061,3491,4492
20063,261,1136
20065,325,1060
20067,635,1995
20069,436,1643
20071,151,591
20073,622,1619
20075,233,844
20077,736,1999
20079,6318,9006
20081,278,1277
20083,211,865
20085,2308,3811
20087,3542,5220
20089,313,1231
20091,127091,152627
20093,309,1159
20095,963,2603
20097,200,912
20099,3839,5001
20101,193,814
20103,13255,16791
20105,347,1204
20107,1425,3086
20109,225,1187
20111,5924,6698
20113,4218,8937
20115,1801,4159
20117,1784,3157
20119,357,1540
20121,5742,9382
20123,701,2440
20125,4338,9309
20127,907,1875
20129,229,1153
20131,1432,3817
20133,2563,4473
20135,289,1207
20137,497,1878
20139,2534,4820
20141,403,1490
20143,704,2323
20145,882,1946
20147,525,2105
20149,2599,6929
20151,1294,2822
20153,273,1247
20155,9916,16112
20157,640,1978
20159,1163,2780
20161,10495,12111
20163,468,2068
20165,504,1225
20167,736,2509
20169,8186,14165
20171,321,1823
20173,82337,106849
20175,1493,3791
20177,41235,41476
20179,254,1108
20181,688,1959
20183,446,1719
20185,542,1495
20187,188,628
20189,283,1815
20191,3353,6737
20193,787,2837
20195,420,1225
20197,1036,2395
20199,96,690
20201,659,2248
20203,163,840
20205,1170,2850
20207,512,1055
20209,39865,16506
21001,1668,5512
21003,2024,5258
21005,3462,6885
21007,1427,2537
21009,5434,11133
21011,2210,2234
21013,2782,6681
21015,16292,33812
21017,3385,4820
21019,8886,11430
21021,4769,7701
21023,1241,2066
21025,2205,2671
21027,3110,5281
21029,10177,20102
21031,1555,3696
21033,2212,3866
21035,6165,8991
21037,15622,24046
21039,879,1699
21041,1716,2032
21043,4316,5252
21045,1219,4679
21047,8880,13699
21049,5749,9664
21051,1552,5710
21053,761,3366
21055,1254,2604
21057,697,2056
21059,19282,23692
21061,1652,3562
21063,1535,902
21065,1555,3685
21067,66042,59884
21069,2279,3432
21071,7530,7741
21073,11767,11911
21075,1238,1530
21077,1278,1840
21079,2012,5118
21081,3112,5510
21083,5843,10056
21085,3154,6605
21087,1204,3785
21089,6621,8849
21091,2135,1928
21093,15650,23896
21095,2586,7165
21097,2916,4520
21099,2290,4397
21101,10049,9523
21103,2725,4081
21105,812,1406
21107,7104,11916
21109,743,4407
21111,196435,153957
21113,6236,13711
21115,2407,5948
21117,26480,40714
21119,2612,3070
21121,3074,8150
21123,1913,4153
21125,4618,17660
21127,2036,3503
21129,752,1978
21131,766,3574
21133,2623,5367
21135,1510,3213
21137,2752,6273
21139,1622,2890
21141,3811,6925
21143,1577,2220
21145,11285,19043
21147,1258,4078
21149,1963,2386
21151,12392,19694
21153,2105,2434
21155,3596,3842
21157,5683,9512
21159,808,2824
21161,2891,4102
21163,4343,6691
21165,1276,1155
21167,3159,6781
21169,1350,2734
21171,1067,3537
21173,4234,5947
21175,1879,2396
21177,6221,6447
21179,7654,10139
21181,1272,1634
21183,4059,5687
21185,10000,18997
21187,1694,2969
21189,381,1279
21191,2027,3676
21193,3444,6762
